"","species","treatment","parameter_type","mean_parameter","median_parameter","hdi_lo","hdi_hi"
"518","THIR","D","alpha_brni_d",0.0111024094833269,0.011408260648666,-0.00297918241131582,0.0255842326924987
"519","THIR","D","alpha_ceso_d",-0.0161349803814637,-0.0153449236901477,-0.0385266958061289,0.00588324765933633
"520","THIR","D","alpha_gitr_d",0.00637796909038017,0.00648503666635487,0.00119060826275309,0.0121058378067534
"521","THIR","D","alpha_leni_d",0.0150760124815666,0.0154672887401301,-0.00630112870284512,0.0349749124533308
"522","THIR","D","alpha_lomu_d",0.025162863336672,0.0258989146488423,-0.0231414845925506,0.0757826556685228
"523","THIR","D","alpha_mael_d",-0.262241128872072,-0.256782112521731,-0.450107203429827,-0.0763919530073468
"524","THIR","D","alpha_mica_d",0.00852866717184892,0.00879630132040195,-0.00197264000487828,0.0189761742241283
"525","THIR","D","alpha_pler_d",0.0114518449557809,0.0115977833446938,-9.23042887767864e-05,0.0219096000518625
"526","THIR","D","alpha_plno_d",-0.0088838722571096,-0.00597392670054068,-0.141107328352667,0.126548353156896
"527","THIR","D","alpha_taca_d",-0.00289896313424361,-0.00215611732662541,-0.0275386466854955,0.0224601753657553
"528","THIR","D","alpha_thir_d",0.00574875310669514,0.00653667958862275,-0.0319311835403711,0.0448572716809416
"529","THIR","D","alpha_twil_d",-0.0368280461596147,-0.0352811092567534,-0.0952252479192485,0.0118039718482259
"530","TWIL","C","alpha_acam_c",-0.137206067087661,-0.135248269693008,-0.257455420408368,-0.0203429763461828
"531","TWIL","C","alpha_amme_c",-0.0513174390691924,-0.0458139214434944,-0.272644038366714,0.192091994125219
"532","TWIL","C","alpha_anar_c",-0.0234262058991224,-0.0227957273278276,-0.0492794582500762,0.00072425147001904
"533","TWIL","C","alpha_brho_c",-0.00504770234978035,-0.00456058318111845,-0.0320197548140607,0.0187150622579985
"534","TWIL","C","alpha_brni_c",-0.015677207515832,-0.0154564528208126,-0.042060515410236,0.00975180104952988
"535","TWIL","C","alpha_ceso_c",0.0133664313879067,0.0147509613093735,-0.0170469780329454,0.039933691104542
"536","TWIL","C","alpha_gitr_c",0.0335845459190773,0.0337312462664735,0.0115359982681076,0.0555437333153406
"537","TWIL","C","alpha_leni_c",0.00495614766346564,0.00651235107687583,-0.0304700265916903,0.0378716168075252
"538","TWIL","C","alpha_lomu_c",0.0540635997930305,0.0548959665876521,0.0100197896735528,0.0966153790738008
"539","TWIL","C","alpha_mica_c",0.0117730872812543,0.0119377680522624,0.000265900656251457,0.0223737258350214
"540","TWIL","C","alpha_pler_c",0.0103864220277865,0.0115280615138276,-0.0289590638093127,0.0465114927175212
"541","TWIL","C","alpha_plno_c",-0.0466064029559276,-0.0401412983432374,-0.196157815575071,0.0821877788059098
"542","TWIL","C","alpha_taca_c",0.0173376329452317,0.0180422877101869,-0.0511429958155062,0.086178329926961
"543","TWIL","C","alpha_thir_c",-0.0318658802631517,-0.0300357811698063,-0.114123181024109,0.0444242644708642
"544","TWIL","C","alpha_twil_c",-0.0334899178123984,-0.0326275439784862,-0.0717981607612,-0.00076008602231506
"545","TWIL","C","alpha_weeds_c",0.0310032431588452,0.0309428255101152,0.0155274154933717,0.0451318066105984
"546","TWIL","C","alpha_weeds_d",-0.0091904541911146,-0.00907824173987939,-0.0209167050621201,0.00232619611527578
"547","TWIL","D","alpha_acam_d",0.0634527188337312,0.068775068798039,-0.155455910127849,0.280684212539499
"548","TWIL","D","alpha_amme_d",0.0976728104416839,0.100393097154366,-0.0148293744807947,0.218316031023397
"549","TWIL","D","alpha_anar_d",0.00760251922279803,0.00769436724268063,-0.00429727546600621,0.0212413038038928
"550","TWIL","D","alpha_brho_d",0.031141397728285,0.0315468937061405,0.0103142532995881,0.0506677495504773
"551","TWIL","D","alpha_brni_d",0.0179714892537944,0.0187636102881023,-0.0267295512412714,0.063885344233765
"552","TWIL","D","alpha_ceso_d",-0.0430101600243694,-0.0364834412492329,-0.249006453979291,0.137049776030405
"553","TWIL","D","alpha_gitr_d",0.0404241443804764,0.0407105791705688,0.018301492590064,0.0650178789307415
"554","TWIL","D","alpha_leni_d",0.0152920412057984,0.0157158125871714,-0.00749194919631113,0.0368793136647609
"555","TWIL","D","alpha_lomu_d",0.0230240612588992,0.0235064209827676,-0.00977137647922093,0.0573012130664184
"556","TWIL","D","alpha_mael_d",0.0715513521707248,0.0783356543725783,-0.0753694925646012,0.19940129992493
"557","TWIL","D","alpha_mica_d",0.00327896619829098,0.0035041085294657,-0.00542629918450938,0.0108435634254538
"558","TWIL","D","alpha_pler_d",0.0411183288066553,0.0415325100809397,0.0101835331336282,0.0745929589998423
"559","TWIL","D","alpha_plno_d",-0.383901059475256,-0.372153783600404,-0.783301361232787,-0.0261258530288969
"560","TWIL","D","alpha_taca_d",0.0895702875630838,0.0904127872311463,0.0340896556521462,0.143241437832774
"561","TWIL","D","alpha_thir_d",0.0324689018030178,0.033056472979848,-0.0105033004285029,0.0712601374283138
"562","TWIL","D","alpha_twil_d",0.00045326481460033,0.00127286956232583,-0.0267814632321221,0.029931065098638
