"","species","treatment","parameter_type","mean_parameter","median_parameter","hdi_lo","hdi_hi"
"111","ANAR","C","alpha_thir_c",-0.145238685862085,-0.141011812805122,-0.307284650339128,0.00397350746493239
"112","ANAR","C","alpha_twil_c",-0.0191884368967909,-0.0162377642230925,-0.102200528838515,0.0627672204014651
"113","ANAR","C","alpha_weeds_c",0.0806769291562037,0.0811607947037942,0.0386137716786214,0.122252632387557
"114","ANAR","C","alpha_weeds_d",-0.030203354936586,-0.0302382786943394,-0.0460875866094773,-0.0143917968373981
"115","ANAR","D","alpha_acam_d",0.301217878249887,0.324761941401139,-0.167594054168212,0.722842932910028
"116","ANAR","D","alpha_amme_d",0.152433387441188,0.160445754932838,-0.221867610166397,0.528765308137368
"117","ANAR","D","alpha_anar_d",0.014065474448765,0.0144578793164488,-0.00791047199522515,0.0343232690880373
"118","ANAR","D","alpha_brho_d",0.0358439502173807,0.0373378346839576,0.00210325059920491,0.070117448067031
"119","ANAR","D","alpha_brni_d",0.120505644024566,0.121513064652603,0.0677369886067151,0.173879226843826
"120","ANAR","D","alpha_ceso_d",0.143938207576289,0.14651802996666,0.0688403045124882,0.215785122726476
"121","ANAR","D","alpha_gitr_d",0.0490315228030057,0.0497062766612828,0.0314784782985345,0.0684812241429044
"122","ANAR","D","alpha_leni_d",0.0746596962478772,0.0767296015222921,-0.000521554699851538,0.146310659634916
"123","ANAR","D","alpha_lomu_d",0.18990692475074,0.192741003698304,0.0968568581193937,0.281319796293913
"124","ANAR","D","alpha_mael_d",0.0524590070963228,0.0659450490742873,-0.325480373741223,0.396955204118351
"125","ANAR","D","alpha_mica_d",0.0482388936578477,0.0488706092676839,0.021824298910625,0.0728987217790164
"126","ANAR","D","alpha_pler_d",0.115460339252905,0.116683342296621,0.0713598969413306,0.156995775190771
"127","ANAR","D","alpha_taca_d",0.112910649291825,0.115348538881107,0.00132077337819798,0.231752441123436
"128","ANAR","D","alpha_thir_d",0.0489563115667304,0.0534768773732343,-0.0644500166382627,0.14441167877184
"129","ANAR","D","alpha_twil_d",0.13519612902719,0.139571933766102,-0.000675088353518411,0.272944781372459
"130","BRHO","C","alpha_acam_c",-0.0987560511145772,-0.0932022679972589,-0.271697219717724,0.0803712376894987
"131","BRHO","C","alpha_amme_c",0.115418909894581,0.122260243485659,-0.062028265383023,0.285596585050172
"132","BRHO","C","alpha_anar_c",0.0228603191755809,0.023313218718074,0.00961068785338182,0.0343033346212959
"133","BRHO","C","alpha_brho_c",0.0572821785339006,0.0576766943044986,0.036420745403545,0.0782174766045857
"134","BRHO","C","alpha_brni_c",0.0745627716471878,0.0756829218795338,0.0341859400614167,0.112576814289552
"135","BRHO","C","alpha_ceso_c",0.0724622205969357,0.0744696882303287,-0.00306908173358802,0.145651546378882
"136","BRHO","C","alpha_gitr_c",0.0383763619839595,0.038670071623485,0.0277884846718776,0.0476892935865358
"137","BRHO","C","alpha_leni_c",0.0808492542807853,0.0812992571516952,0.0367435261473779,0.124268631759519
"138","BRHO","C","alpha_lomu_c",0.145256157595727,0.146319630714605,0.0808176965661453,0.210684846724523
"139","BRHO","C","alpha_mael_c",0.121471690495579,0.123553046620976,0.0172840588678599,0.214327427471961
"140","BRHO","C","alpha_mica_c",0.0423994611091427,0.0427786344845985,0.0267558262760585,0.0574517090654951
"141","BRHO","C","alpha_pler_c",0.070432594548329,0.0710551497410558,0.0440925494435467,0.092327940502696
"142","BRHO","C","alpha_plno_c",0.104924522338574,0.112198404294853,-0.0792292693202551,0.295368292758908
"143","BRHO","C","alpha_taca_c",0.16480525359721,0.165441676078245,0.091863379520447,0.236919340941697
"144","BRHO","C","alpha_thir_c",-0.0867157813225335,-0.0860452071420498,-0.191083147189659,0.00911573635083268
"145","BRHO","C","alpha_twil_c",0.0264022308022837,0.0280859953901307,-0.0445134915231872,0.092993623078833
"146","BRHO","C","alpha_weeds_c",-0.0901729705626582,-0.0898195637801255,-0.143463243054045,-0.0354558594955532
"147","BRHO","C","alpha_weeds_d",0.0147493797177537,0.0147553871343886,0.00287492716285098,0.0264495983330831
"148","BRHO","D","alpha_acam_d",-0.19534189534962,-0.192414370302649,-0.394333816867824,0.00687996354424211
"149","BRHO","D","alpha_amme_d",-0.195473395595525,-0.189648216586435,-0.476434100115749,0.0916786779712474
"150","BRHO","D","alpha_anar_d",-0.000217243634409755,0.000275443240252325,-0.0190578891224516,0.0150236767660477
"151","BRHO","D","alpha_brho_d",0.043798394138315,0.0442168957801999,0.0264617068103545,0.0596948850404972
"152","BRHO","D","alpha_brni_d",0.0916123935321733,0.0923587100832933,0.0541314713217804,0.125136275218361
"153","BRHO","D","alpha_ceso_d",0.0586376380823805,0.0605410758540261,0.000997518453155443,0.117465002920533
"154","BRHO","D","alpha_gitr_d",0.0492803940774291,0.049379600764998,0.03554672830122,0.0613229056298055
"155","BRHO","D","alpha_leni_d",0.0451082498833943,0.0454642511526842,0.000195149546962628,0.0875434335852661
"156","BRHO","D","alpha_lomu_d",0.0720023862082776,0.0729327348995563,0.0314217194028831,0.10814508247328
"157","BRHO","D","alpha_mael_d",-0.072705868507952,-0.06794372820359,-0.334699441735336,0.16717783134368
"158","BRHO","D","alpha_mica_d",0.0274853508019969,0.0278140024080149,0.0100175879749493,0.0443222935115433
"159","BRHO","D","alpha_pler_d",0.0308122262027952,0.0316712049574698,0.00846160320028893,0.0518764805801389
"160","BRHO","D","alpha_plno_d",0.197858201970727,0.201793597894931,-0.0294298047355154,0.411399134655719
"161","BRHO","D","alpha_taca_d",0.0477393836860384,0.0488781242296263,-0.00580290343710504,0.0946784907851881
"162","BRHO","D","alpha_thir_d",0.118634086772223,0.120714598130579,0.0489318941120125,0.182678896827846
"163","BRHO","D","alpha_twil_d",-0.0356663059398384,-0.0341154651791289,-0.11245624732807,0.0417618234071118
"164","BRNI","C","alpha_acam_c",0.00975673642452709,0.0172451843919346,-0.169867497005189,0.158771103509983
"165","BRNI","C","alpha_amme_c",0.172647339074167,0.17663567746854,0.000832754302393768,0.339622877503485
"166","BRNI","C","alpha_anar_c",-0.000939130406691493,-0.000592751763243099,-0.0117623742460892,0.0085443466257748
"167","BRNI","C","alpha_brho_c",0.000892295618768737,0.00174874698165378,-0.0240864633053317,0.0217363995107907
"168","BRNI","C","alpha_brni_c",0.0534368027600986,0.0576314907980247,-0.00230039519863641,0.102416580129609
"169","BRNI","C","alpha_ceso_c",0.287613029773906,0.290727953678862,0.191499304285964,0.377990371657358
"170","BRNI","C","alpha_gitr_c",-0.0099296856180008,-0.00940170256301207,-0.027271273421332,0.0058457370584374
"171","BRNI","C","alpha_leni_c",0.0480999028323502,0.0504421383203959,0.0145255179925713,0.0779580743328618
"172","BRNI","C","alpha_lomu_c",-0.022100782621512,-0.0190853488293258,-0.0892450465728676,0.0334761638737299
"173","BRNI","C","alpha_mael_c",-0.254873493147899,-0.241213093345965,-0.691282284854181,0.165171303851186
"174","BRNI","C","alpha_mica_c",-0.00422871636533497,-0.00376667913538487,-0.0177860171882951,0.00882439754718673
"175","BRNI","C","alpha_pler_c",0.0124151041197615,0.0132356627277388,-0.009204135393488,0.0326763316163744
"176","BRNI","C","alpha_plno_c",0.110982772197209,0.124094302319647,-0.337876668033435,0.514719738713758
"177","BRNI","C","alpha_taca_c",-0.00550585974569955,-0.00296352850011922,-0.0771402830371639,0.065035934387465
"178","BRNI","C","alpha_thir_c",-0.051911752892129,-0.0497061135792057,-0.131422757865776,0.0326194396165112
"179","BRNI","C","alpha_twil_c",-0.0563552454603319,-0.0521462843520342,-0.147509906175497,0.0290441237667108
"180","BRNI","C","alpha_weeds_c",0.01237613154411,0.0126773384626664,-0.0212560315674627,0.0433268244419797
"181","BRNI","C","alpha_weeds_d",0.00160338675904791,0.00156705509078005,-0.0157484797970811,0.0177137588444584
"182","BRNI","D","alpha_amme_d",0.179362048517996,0.189311816798094,0.0128957515872451,0.326214559998446
"183","BRNI","D","alpha_anar_d",0.00261851022097183,0.0031605973868745,-0.0153767293009848,0.0201890596760215
"184","BRNI","D","alpha_brho_d",0.0298155403342179,0.0302563860493715,0.016056687401379,0.043479181609433
"185","BRNI","D","alpha_brni_d",0.0695625669252117,0.0738043642472196,-0.00100979011466952,0.131019015145484
"186","BRNI","D","alpha_ceso_d",-0.00543041704975422,-0.004282825856182,-0.0500124577589438,0.0402194903007996
"187","BRNI","D","alpha_gitr_d",0.0186369094340827,0.0188940216102326,0.0104549275622413,0.0262984908086957
"188","BRNI","D","alpha_leni_d",0.08854219005631,0.0892795364309658,0.0510832616742507,0.124367775590955
"189","BRNI","D","alpha_lomu_d",-0.0325237710211768,-0.0312298751552321,-0.0800720456448947,0.0124693566168844
"190","BRNI","D","alpha_mael_d",0.0519207822097198,0.0582567373427539,-0.105980163358009,0.180831122154402
"191","BRNI","D","alpha_mica_d",0.0128148310837122,0.0133000090632906,-0.00603434220642818,0.0276140440699287
"192","BRNI","D","alpha_pler_d",0.00585347933952602,0.00625190619121117,-0.00801253741683196,0.019599060563759
"193","BRNI","D","alpha_taca_d",0.0353134551595923,0.0366124740638855,0.00222954943906939,0.0671629906648686
"194","BRNI","D","alpha_thir_d",0.0204154343970178,0.0229482039402303,-0.0538754543494202,0.101117308947498
"195","BRNI","D","alpha_twil_d",-0.0090406060995319,-0.00509718683499018,-0.0793358866118026,0.0649217396395012
"196","CESO","C","alpha_acam_c",-0.12763911129442,-0.120932115476757,-0.346768970631509,0.100616513410493
"197","CESO","C","alpha_amme_c",-0.00735140553517899,0.00510412479862821,-0.219257998111245,0.173957420816258
"198","CESO","C","alpha_anar_c",-0.000231154918944857,0.000408691665724825,-0.0145035919394563,0.0127715414913124
"199","CESO","C","alpha_brho_c",-0.0143733611698766,-0.0139719264313568,-0.0318684041800084,0.00294570503447238
"200","CESO","C","alpha_brni_c",0.0337022350061095,0.0344729310898634,0.0155743424437894,0.0495357954858244
"201","CESO","C","alpha_ceso_c",0.0345799803725858,0.0371394998602397,-0.0286370855759411,0.0936566838461566
"202","CESO","C","alpha_gitr_c",0.00792257243649253,0.00828554969692591,-0.000842553975316709,0.0167188150007815
"203","CESO","C","alpha_leni_c",0.0498375991568848,0.0511731676168939,-0.00427605192461866,0.0968364243286882
"204","CESO","C","alpha_lomu_c",0.0119641183825615,0.0136725808516456,-0.0187396154598926,0.0432191469222673
"205","CESO","C","alpha_mael_c",0.0452217228480982,0.0543167453409143,-0.101930347026347,0.179595747544067
"206","CESO","C","alpha_mica_c",-0.0116215350095958,-0.0114164867559492,-0.0238888177966339,-0.000834835539057393
"207","CESO","C","alpha_pler_c",-0.0259226875920046,-0.0248444656628391,-0.0510451921305847,-0.00111972723944062
"208","CESO","C","alpha_plno_c",0.0554194217871382,0.0615211962677198,-0.0532235649739665,0.15247286980687
"209","CESO","C","alpha_taca_c",0.108022502958647,0.110413134972891,0.0185751792664042,0.194827182314367
"210","CESO","C","alpha_thir_c",0.00333351192260762,0.0083381662022836,-0.0851970286442105,0.0720810364072774
"211","CESO","C","alpha_twil_c",0.0112155848296422,0.0149681184069104,-0.0657461695756144,0.0869968796549583
"212","CESO","C","alpha_weeds_c",-0.124812625184709,-0.123057521456336,-0.203830080812766,-0.0401281394457186
"213","CESO","C","alpha_weeds_d",0.0066248200764831,0.00674176672625829,-0.000953523570671926,0.0139181337116822
"214","CESO","D","alpha_acam_d",-0.108930362279435,-0.100616922425528,-0.295456253224542,0.0482724842055026
"215","CESO","D","alpha_amme_d",0.0310668942808782,0.0400167416260087,-0.145990384938273,0.196770096811216
"216","CESO","D","alpha_anar_d",0.0185231937613548,0.0194290733006544,-0.00251763745201454,0.036680217933576
"217","CESO","D","alpha_brho_d",0.000788023352140166,0.00134524958764606,-0.0147972351743099,0.0148744105274582
"218","CESO","D","alpha_brni_d",0.0906714651876325,0.0926431033336923,0.0351763906930109,0.142323058104928
"219","CESO","D","alpha_ceso_d",0.0447929040481782,0.046413002584994,0.00132235214983266,0.0894600146022569
"220","CESO","D","alpha_gitr_d",0.0128071733899988,0.0130372480187456,0.00247618017444734,0.0210795626985147
"221","CESO","D","alpha_leni_d",-0.00963748676460625,-0.00871779133140974,-0.0364400071112131,0.0169774574080833
"222","CESO","D","alpha_lomu_d",0.0372798117536103,0.0383741290809726,0.0105964639968048,0.0635074555933014
"223","CESO","D","alpha_mael_d",0.0647236462699856,0.0771895468786745,-0.186684684201335,0.272783225575364
"224","CESO","D","alpha_mica_d",0.00790275103053882,0.00828508646271102,-0.00273457170389571,0.0182960249241425
"225","CESO","D","alpha_pler_d",0.0172892050981987,0.0183410897955241,-0.0130819727617433,0.0450907304737567
"226","CESO","D","alpha_plno_d",0.060269739929627,0.0684399660334571,-0.0751851078329723,0.177819007376818
"227","CESO","D","alpha_taca_d",0.0939737049899339,0.0992020329482299,-0.00065811401840529,0.180884998803508
"228","CESO","D","alpha_thir_d",-0.119717387889512,-0.117354051479753,-0.191880310907681,-0.0423683645552267
"229","CESO","D","alpha_twil_d",-0.0726977425431928,-0.0701633200883846,-0.143775332348754,-0.0025144670939398
"230","GITR","C","alpha_acam_c",-0.0176292372561917,0.00603036724146184,-0.447390432537525,0.351951898855402
"231","GITR","C","alpha_amme_c",0.0422488459980284,0.0640395446835608,-0.427032844051119,0.490675626676795
"232","GITR","C","alpha_anar_c",-0.0141809398582552,-0.012791915315886,-0.0488149562561768,0.0183963659905801
"233","GITR","C","alpha_brho_c",0.0876113535508509,0.0887048207685434,0.0400162681969657,0.133985105123519
"234","GITR","C","alpha_brni_c",0.140731438297087,0.141887380745799,0.0744095342617374,0.199149868537387
"235","GITR","C","alpha_ceso_c",0.0383487278802888,0.0446178883995953,-0.107206421903706,0.157851743089159
"236","GITR","C","alpha_gitr_c",0.0460843283520362,0.0463996443061353,0.0320444305518346,0.0595986140623945
"237","GITR","C","alpha_leni_c",0.0195930917903228,0.0208092325838645,-0.0159378131616291,0.0541341094042821
"238","GITR","C","alpha_lomu_c",0.0767629252545723,0.0791259605246843,-0.01094418270401,0.149905814584841
"239","GITR","C","alpha_mael_c",0.0836820243089329,0.0904358345861554,-0.162222081123553,0.310570255373292
"240","GITR","C","alpha_mica_c",0.0334966811356476,0.0341793992105021,0.0118213846819657,0.0528675446775157
"241","GITR","C","alpha_pler_c",0.0728685980532305,0.0747056502420933,0.014939041601561,0.13121855940696
"242","GITR","C","alpha_plno_c",0.073878859295704,0.0871424196402615,-0.24060274644819,0.346893531549627
"243","GITR","C","alpha_taca_c",0.126094289477895,0.128748093594236,0.0241552210808079,0.238734904990165
"244","GITR","C","alpha_thir_c",-0.145607587432344,-0.136227744715501,-0.380007910023598,0.0733397759276132
"245","GITR","C","alpha_twil_c",-0.133442029820579,-0.131299411671313,-0.27451072799523,0.00711294947735338
"246","GITR","C","alpha_weeds_c",0.0073187613330934,0.00813737474975146,-0.0620852812618639,0.0737201934182442
"247","GITR","C","alpha_weeds_d",0.0252492052731474,0.0253984334937258,0.0115861170850178,0.0401635227192209
"248","GITR","D","alpha_acam_d",-0.106891911340905,-0.0933719999100649,-0.40973417748796,0.156189952684576
"249","GITR","D","alpha_amme_d",-0.29306225146501,-0.284034877712888,-0.554425389326761,-0.0768466146116558
"250","GITR","D","alpha_anar_d",0.0191282280116554,0.0199503007440883,-0.00484191609115546,0.0408325512529335
"251","GITR","D","alpha_brho_d",0.0502505532125898,0.0515702643875382,0.0110217259034973,0.088284947046603
"252","GITR","D","alpha_brni_d",0.183577391300624,0.18569504751439,0.100557876893221,0.262587967833293
"253","GITR","D","alpha_ceso_d",0.0554628476128566,0.0585158841309534,-0.050966397395695,0.149789890373171
"254","GITR","D","alpha_gitr_d",0.0342960244446628,0.0345165746464297,0.024427757734956,0.043802564599377
"255","GITR","D","alpha_leni_d",0.0594746561076006,0.0603655634098571,0.0315096402652948,0.0875857371467495
"256","GITR","D","alpha_lomu_d",0.108222325637463,0.110110057475614,0.0452497988753874,0.167871824914428
"257","GITR","D","alpha_mael_d",-0.175899068727236,-0.162022607913897,-0.564947920641195,0.206267590419553
"258","GITR","D","alpha_mica_d",0.0285200118556694,0.0293657164020723,0.00673736203846076,0.0494629544953755
"259","GITR","D","alpha_pler_d",0.0440805695247254,0.0444692249767731,0.0105767603690487,0.0780206330399267
"260","GITR","D","alpha_plno_d",0.261541484061475,0.274437005082225,-0.0661234507329784,0.556833042172524
"261","GITR","D","alpha_taca_d",0.0915742233414999,0.0935827949463423,-0.00894220121021576,0.188452229373499
