"","unique.ID","treatment","block","plot","sub","bkgrd","dens","phyto","phyto.seed.out","Nbrhood.size","phyto.n.indiv","ACAM","BRNI","ANAR","BRHO","AMME","PLNO","MICA","TACA","CESO","CLPU","LOMU","TWIL","PLER","LENI","AVBA","GITR","MAEL","THIR","combos","weeds","trt"
"55",2212,"D",4,6,3,"GITR","L","ACAM",5.82817983411238,"10",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,"ACAM_GITR_D",0,0
"56",2237,"D",4,7,3,"MICA","L","ACAM",1.79328610280381,"10",2,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,"ACAM_MICA_D",0,0
"57",2262,"D",4,8,3,"ANAR","L","ACAM",5.70008796962639,"10",1,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ACAM_ANAR_D",9,0
"58",2287,"D",4,9,3,"BRNI","H","ACAM",1.95340093341129,"10",1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ACAM_BRNI_D",1,0
"59",2337,"D",4,11,3,"THIR","L","ACAM",3.39443440887864,"10",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,"ACAM_THIR_D",1,0
"60",2362,"D",4,12,3,"TACA","L","ACAM",3.13825067990667,"10",1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,"ACAM_TACA_D",1,0
"61",2437,"D",4,15,3,"LENI","L","ACAM",0.896643051401904,"10",1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,"ACAM_LENI_D",0,0
"62",2562,"D",4,20,3,"ACAM","L","ACAM",1.95340093341129,"10",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ACAM_ACAM_D",3,0
"63",2637,"D",4,23,3,"AMME","H","ACAM",1.79328610280381,"10",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ACAM_AMME_D",1,0
"64",2662,"D",4,24,3,"CLPU","H","ACAM",0.736528220794421,"10",1,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,"ACAM_CLPU_D",1,0
"65",2687,"D",4,25,3,"TACA","H","ACAM",0.320229661214966,"10",1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,"ACAM_TACA_D",1,0
"66",2837,"D",4,31,3,"ACAM","H","ACAM",4.70737601986,"10",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ACAM_ACAM_D",11,0
"67",2862,"D",4,32,3,"GITR","H","ACAM",0.288206695093469,"10",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,"ACAM_GITR_D",33,0
"68",2912,"D",4,34,3,"LENI","H","ACAM",1.08878084813088,"10",1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,"ACAM_LENI_D",1,0
"69",2937,"D",4,35,3,"AVBA","H","ACAM",1.18484974649537,"10",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ACAM_AVBA_D",2,0
"70",2962,"D",4,36,3,"AVBA","L","ACAM",3.7466870362151,"10",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,"ACAM_AVBA_D",7,0
"71",3215,"C",5,5,13,"LENI","L","ACAM",32.8380961682256,"10",1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,"ACAM_LENI_C",0,1
"72",3340,"C",5,10,13,"MAEL","L","ACAM",5.00722742990674,"10",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"ACAM_MAEL_C",2,1
"73",3390,"C",5,12,13,"CLPU","H","ACAM",0.640459322429932,"10",1,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,"ACAM_CLPU_C",0,1
"74",3490,"C",5,16,13,"CLPU","L","ACAM",17.5835195794399,"10",2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,"ACAM_CLPU_C",1,1
"75",3715,"C",5,25,13,"AMME","L","ACAM",0.349341448598145,"10",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"ACAM_AMME_C",1,1
"76",3740,"C",5,26,13,"PLER","H","ACAM",1.16447149532715,"10",1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,"ACAM_PLER_C",6,1
"77",3915,"C",5,33,13,"MICA","H","ACAM",16.0114830607483,"10",2,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,"ACAM_MICA_C",4,1
"78",3940,"C",5,34,13,"LOMU","L","ACAM",13.682540070094,"10",1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,"ACAM_LOMU_C",0,1
"79",11959,"C",5,34,13,"LOMU","L","ACAM",1.10624792056079,"10",1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,"ACAM_LOMU_C",0,1
"80",3965,"C",5,35,13,"ANAR","H","ACAM",19.1555560981316,"10",2,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ACAM_ANAR_C",1,1
"81",4040,"C",5,38,13,"ACAM","H","ACAM",12.9838571728977,"10",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ACAM_ACAM_C",0,1
"82",4090,"C",5,40,13,"ACAM","L","ACAM",18.9226617990662,"10",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ACAM_ACAM_C",2,1
"83",4140,"C",5,42,13,"BRNI","L","ACAM",3.43519091121509,"10",1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ACAM_BRNI_C",1,1
"84",11716,"C",5,42,13,"BRNI","L","ACAM",11.237149929907,"10",2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ACAM_BRNI_C",2,1
"85",3315,"C",5,9,13,"ANAR","L","ACAM",14.2647758177576,"10",3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ACAM_ANAR_C",1,1
"86",4065,"C",5,39,13,"TWIL","L","ACAM",59.9702820093482,"10",3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,"ACAM_TWIL_C",4,1
"87",4256,"D",6,4,13,"ACAM","H","ACAM",1.8893550011683,"10",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ACAM_ACAM_D",5,0
"88",4281,"D",6,5,13,"BRHO","H","ACAM",0.416298559579456,"10",1,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ACAM_BRHO_D",2,0
"89",4306,"D",6,6,13,"LENI","H","ACAM",0.736528220794421,"10",1,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,"ACAM_LENI_D",1,0
"90",4381,"D",6,9,13,"GITR","L","ACAM",16.0435060268698,"10",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,"ACAM_GITR_D",4,0
"91",4406,"D",6,10,13,"ANAR","L","ACAM",37.338778497665,"10",1,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ACAM_ANAR_D",11,0
"92",4431,"D",6,11,13,"BRNI","L","ACAM",1.56912533995333,"10",1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ACAM_BRNI_D",1,0
"93",4631,"D",6,19,13,"LOMU","L","ACAM",2.94611288317769,"10",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"ACAM_LOMU_D",2,0
