"","species","treatment","parameter_type","mean_parameter","median_parameter","hdi_lo","hdi_hi"
"269","LOMU","C","alpha_anar",-0.00798479173136111,-0.00693704796826886,-0.0382794882961773,0.0213211195068896
"270","LOMU","C","alpha_brho",0.0468325685101676,0.0471086646634005,0.0255296064582171,0.0675046202961796
"271","LOMU","C","alpha_brni",0.0664605053643947,0.0677628878537109,0.0301006872697875,0.097645764331539
"272","LOMU","C","alpha_ceso",0.0881127719820414,0.091177460153881,-0.041206023021706,0.212469236345213
"273","LOMU","C","alpha_gitr",0.0456517394859275,0.0459120007262536,0.0353067085961908,0.0556724563275506
"274","LOMU","C","alpha_leni",0.0580639410608981,0.0589545860394029,0.0095392772090831,0.10573806490321
"275","LOMU","C","alpha_lomu",0.122424926480556,0.123563151299844,0.0732756603457689,0.168544823906529
"276","LOMU","C","alpha_mael",0.0681242096588256,0.0724893966906575,-0.0306603822540511,0.149467459118232
"277","LOMU","C","alpha_mica",0.0210948897422059,0.021653564459515,0.00244985048328709,0.0406649026617473
"278","LOMU","C","alpha_pler",0.100477183184293,0.100908195018376,0.0720409378974795,0.128071639652081
"279","LOMU","C","alpha_plno",0.360208998070923,0.367182330899898,0.0639776575867298,0.629060988790902
"280","LOMU","C","alpha_taca",0.208944083798728,0.211147705462679,0.127722908634121,0.295716495310798
"281","LOMU","C","alpha_thir",-0.0363092396209238,-0.0320840217918444,-0.184357724054793,0.0972420261309684
"282","LOMU","C","alpha_twil",-0.022206861638673,-0.0165467201753545,-0.160543785802215,0.101467868864693
"283","LOMU","D","alpha_acam",-0.0333124978322901,-0.0289927051395653,-0.224980532390814,0.138522958042853
"284","LOMU","D","alpha_anar",0.0459929931933714,0.047325642640786,-0.00223607064502988,0.0878574567611669
"285","LOMU","D","alpha_brho",0.0709290325265985,0.0713822091261411,0.0487221460568028,0.0900780206463906
"286","LOMU","D","alpha_brni",0.104890906683947,0.105647093914008,0.0734937360715542,0.133333457939054
"287","LOMU","D","alpha_ceso",0.143237679123055,0.144717312796476,0.0898417734033003,0.196747742609474
"288","LOMU","D","alpha_gitr",0.0567500663053201,0.0572789640991765,0.0355269189954989,0.0761312472170735
"289","LOMU","D","alpha_leni",0.0819976716011885,0.0828053843033681,0.0504195648886758,0.116103536114734
"290","LOMU","D","alpha_lomu",0.142943488916398,0.143950832679947,0.100176564821652,0.188550471551487
"291","LOMU","D","alpha_mael",0.337433499578358,0.345199581219324,0.0745957976547706,0.610092241651957
"292","LOMU","D","alpha_mica",0.0203465019579798,0.0211876494871355,0.0039453241888357,0.0370503353757976
"293","LOMU","D","alpha_pler",0.0872324101078511,0.0881320144590124,0.0586485996646328,0.116832197439192
"294","LOMU","D","alpha_plno",0.00675657083456439,0.0130559328479989,-0.183584985299306,0.187899502975549
"295","LOMU","D","alpha_taca",0.169796176899967,0.170147798829344,0.11820853976307,0.221437887482739
"296","LOMU","D","alpha_thir",0.0483675138765558,0.0509586206685012,-0.0434589792701051,0.146433139649069
"297","LOMU","D","alpha_twil",0.038334360122367,0.0412520937460516,-0.0304683680112855,0.0988798942295653
"298","MAEL","C","alpha_anar",-0.0260767200854028,-0.0243015412183926,-0.0545833112797284,-0.000347335167312182
"299","MAEL","C","alpha_brho",-0.0420205140811443,-0.0380091663611728,-0.102270279804889,0.0118325494975294
"300","MAEL","C","alpha_brni",0.0223612353417689,0.0250953362772332,-0.0216383760824371,0.0611643015708314
"301","MAEL","C","alpha_ceso",0.0416286880702965,0.0525329511471443,-0.0961580746465127,0.144722398997034
"302","MAEL","C","alpha_gitr",0.0199024305344474,0.0213431966709797,-0.00243246997043629,0.0376640405156468
"303","MAEL","C","alpha_leni",-0.0124922613288392,-0.00953889352157581,-0.0686171648252556,0.0378113136497527
"304","MAEL","C","alpha_mael",0.0484968588613548,0.0649757397907457,-0.188237242920431,0.252674666196248
"305","MAEL","C","alpha_mica",0.000227302639981993,0.00188791079278496,-0.0192081886877401,0.0161571072990097
"306","MAEL","C","alpha_pler",-0.0191677884126486,-0.0146454375514766,-0.0810867145924714,0.0353301898571914
"307","MAEL","C","alpha_taca",0.0298718831472243,0.0387486787247473,-0.145948907691688,0.186735296354533
"308","MAEL","C","alpha_thir",-0.116257821022384,-0.0857678505273726,-0.530571153235659,0.214539587288488
"309","MAEL","C","alpha_twil",-0.220303594227182,-0.208081066508538,-0.446618818992933,-0.0200984501619339
"310","MAEL","D","alpha_anar",-0.00749659531380116,-0.00397333805224638,-0.0806148338296832,0.0584737932689523
"311","MAEL","D","alpha_brho",0.0433175296753372,0.0464656611481113,-0.00237726756212243,0.0801513881121224
"312","MAEL","D","alpha_brni",0.0892984255456869,0.0886390837487949,0.0236537248809396,0.163025789976139
"313","MAEL","D","alpha_ceso",0.0592551860648671,0.0717614451895739,-0.161782943748905,0.253380412437741
"314","MAEL","D","alpha_gitr",0.00592863861265612,0.00712793020894602,-0.0137365585546084,0.0232107284586299
"315","MAEL","D","alpha_leni",-0.00711122982018768,-0.00453706916081619,-0.0767105262847694,0.0608530258271715
"316","MAEL","D","alpha_lomu",0.0142113155890642,0.0204199438775274,-0.075693250754358,0.0836153854924382
"317","MAEL","D","alpha_mael",0.058297509323779,0.0706720695227165,-0.21135346786695,0.317315025079298
"318","MAEL","D","alpha_mica",-0.00736141731499309,-0.00346677799650695,-0.0817671376966501,0.05842143436566
"319","MAEL","D","alpha_taca",-0.043283652098997,-0.0351496671492744,-0.207431365627088,0.0929333954199032
"320","MAEL","D","alpha_thir",-0.0317608463145931,-0.0208200133980686,-0.183314472480692,0.106330939739095
"321","MICA","C","alpha_acam",-0.192703601118835,-0.188410391655134,-0.475158327964907,0.0778565265131422
"322","MICA","C","alpha_amme",0.462254279115793,0.477177183274331,0.0312680358496426,0.85015727305473
"323","MICA","C","alpha_anar",0.0223616860648148,0.0229625834169957,-0.010946726639148,0.0523248137341761
"324","MICA","C","alpha_brho",0.0554216469330376,0.0562665854163107,0.0150186352079046,0.0945896719204604
"325","MICA","C","alpha_brni",0.142320531985702,0.143247556627833,0.0964358096336179,0.190216829550126
"326","MICA","C","alpha_ceso",0.0905390569853273,0.0939296639689721,-0.00669240813838148,0.189156606969821
"327","MICA","C","alpha_gitr",0.0613113386989137,0.0622288036609344,0.0318104143102027,0.0879923184218726
"328","MICA","C","alpha_leni",0.0981862478497339,0.101956303924772,0.0136829339646544,0.182574765004099
"329","MICA","C","alpha_lomu",0.155478457245711,0.157313613600081,0.0881234292281202,0.218216786334838
"330","MICA","C","alpha_mael",0.096824781775584,0.106329008559957,-0.154161987939751,0.372655408317691
"331","MICA","C","alpha_mica",0.0266111280417471,0.0269716148651911,0.0105768795122548,0.0422276437063942
"332","MICA","C","alpha_pler",0.0927045100408284,0.0933254397193134,0.0502417602467301,0.134912261886235
"333","MICA","C","alpha_plno",-0.386769275567847,-0.376917277679583,-0.693219358810759,-0.099693893040564
"334","MICA","C","alpha_taca",0.175051974094462,0.177645634619171,0.0908562459320781,0.245839442356688
"335","MICA","C","alpha_thir",-0.00977936847362376,-0.0058737296452159,-0.114172217952331,0.102154742694322
"336","MICA","C","alpha_twil",0.027247006439049,0.0307781919366723,-0.106239609110605,0.146786143270971
"337","MICA","D","alpha_acam",-0.256441726925149,-0.246378829225485,-0.556702451644833,0.0405341881686963
"338","MICA","D","alpha_amme",0.0161137744895119,0.0306690327027432,-0.311048954544486,0.333103446169023
"339","MICA","D","alpha_anar",0.0223196229213,0.0231929762026052,-0.00475929175203815,0.0502773160871756
"340","MICA","D","alpha_brho",0.13565392670917,0.136762871960796,0.0762555461665353,0.19561447266803
"341","MICA","D","alpha_brni",0.169480275844736,0.172370475243335,0.0944766142214034,0.241872961117008
"342","MICA","D","alpha_ceso",0.0930943359625539,0.0978775448761917,-0.0499637773962878,0.216226344632106
"343","MICA","D","alpha_gitr",0.0777380989166956,0.0781412497410439,0.0509776963177828,0.102562907646523
"344","MICA","D","alpha_leni",0.106945466172442,0.108441263154447,0.059658884388697,0.157006246738416
"345","MICA","D","alpha_lomu",0.215320372303291,0.218916249032639,0.130333477903815,0.291781029520894
"346","MICA","D","alpha_mael",0.281896981340302,0.29468921001102,-0.0716446672443198,0.583036763066526
"347","MICA","D","alpha_mica",0.029618786587575,0.0301097708771586,0.0093602181107748,0.0477284431213177
"348","MICA","D","alpha_pler",0.0960420783629803,0.0967844964874072,0.052770682672925,0.140198976259438
"349","MICA","D","alpha_plno",0.00449837030858459,0.0113993331413016,-0.17061624851402,0.158392640182941
"350","MICA","D","alpha_taca",0.167958917234646,0.169516622771562,0.0920571685545792,0.245175582764738
"351","MICA","D","alpha_thir",0.045647516458662,0.0513941595870821,-0.102183525667771,0.193671705908931
"352","MICA","D","alpha_twil",-0.110232410239369,-0.106661140809997,-0.225191838926402,-0.00428729212220247
"353","PLER","C","alpha_acam",0.020298427877554,0.0316244754065478,-0.277624526086628,0.327302632444404
"354","PLER","C","alpha_amme",0.217987494154794,0.239744112633647,-0.123962444052905,0.493329700682506
"355","PLER","C","alpha_anar",0.00533215163188065,0.00602304319367699,-0.0164318118696947,0.0243958651766855
"356","PLER","C","alpha_brho",0.0893850762959588,0.0906789803881741,0.042901066904323,0.130754755745248
"357","PLER","C","alpha_brni",0.104360900507446,0.105338403344434,0.0622178989795781,0.143455382102642
"358","PLER","C","alpha_ceso",0.149051250643578,0.150620320886068,0.0802819888777018,0.220081083618418
"359","PLER","C","alpha_gitr",0.0308271949157729,0.0313339682120981,0.0113062346134802,0.049171897965249
"360","PLER","C","alpha_leni",0.090155212687694,0.0915470990463545,0.0468025995765563,0.129784756298133
"361","PLER","C","alpha_lomu",0.13253781815898,0.1336408537853,0.0695432736020425,0.187938137486325
"362","PLER","C","alpha_mael",0.294969807340285,0.308469273881202,-0.0397501675050498,0.61877816398332
"363","PLER","C","alpha_mica",0.0269727198439972,0.0274403121236378,0.013923247977442,0.038683249326045
"364","PLER","C","alpha_pler",0.0707577368376491,0.0711812282427501,0.0392033104747884,0.0998837007521679
"365","PLER","C","alpha_plno",-0.0639093158024785,-0.0551063268891201,-0.363658748636923,0.215857934143134
"366","PLER","C","alpha_taca",0.192519052573451,0.195208222025797,0.0812359961733926,0.289707006713219
"367","PLER","C","alpha_thir",-0.0298643063778169,-0.0257553478092159,-0.175042569949547,0.0963339167680134
"368","PLER","C","alpha_twil",0.0962839550772135,0.0994203059574871,-0.0109287561066626,0.182361118730613
"369","PLER","D","alpha_acam",-0.163915111012172,-0.155461266279007,-0.401522001917441,0.0594985372614711
"370","PLER","D","alpha_amme",0.198821543452165,0.215814644048886,-0.243114116872298,0.5953304722045
"371","PLER","D","alpha_anar",-0.0118320290321082,-0.0112987457217573,-0.0374710554125602,0.0109326513131806
"372","PLER","D","alpha_brho",0.030747974239444,0.0315585395068884,-0.0131620149929406,0.069930107124754
"373","PLER","D","alpha_brni",0.0606191988184129,0.0616131829635418,0.0162014010996991,0.107548883108973
"374","PLER","D","alpha_ceso",0.100341469713126,0.102657801124819,0.0136637005852099,0.179723682640008
"375","PLER","D","alpha_gitr",0.045341424281833,0.0458058714907185,0.0305890499472363,0.0604103919570694
"376","PLER","D","alpha_leni",0.113300733691826,0.114237972633762,0.0456858493767808,0.172229022066795
"377","PLER","D","alpha_lomu",0.0453464392960737,0.0482042612707363,-0.026028499143859,0.111906705430195
"378","PLER","D","alpha_mael",-0.0681172350532395,-0.0572928807997435,-0.448441155075508,0.279765181845301
"379","PLER","D","alpha_mica",0.0298136757139175,0.0304930902603713,0.00410922585251917,0.0522086419400177
"380","PLER","D","alpha_pler",0.0198719402454608,0.0207892918349789,-0.0108429993856153,0.0506829773538874
"381","PLER","D","alpha_plno",-0.0968789569495014,-0.0827888908438147,-0.45417514309657,0.180999129275055
"382","PLER","D","alpha_taca",0.00476409590626024,0.00747337854714072,-0.082627652649217,0.0933328532820498
"383","PLER","D","alpha_thir",-0.0261941279587944,-0.0226903411829981,-0.111614938064202,0.0480530847746607
"384","PLER","D","alpha_twil",0.0130198700470194,0.0156374745859902,-0.0828479693355976,0.111390944807879
"385","PLNO","C","alpha_acam",-0.155506989550922,-0.145230546823872,-0.374848606367503,0.0479637667628286
"386","PLNO","C","alpha_brni",0.0816400735542095,0.0828182377967354,0.0412041405505268,0.119994947870027
"387","PLNO","C","alpha_gitr",0.00516148592868014,0.00529110422953881,-0.00239905676844629,0.011683667246475
"388","PLNO","C","alpha_leni",0.00300376983315885,0.00437359979918495,-0.0290763095448394,0.0327939748982509
"389","PLNO","C","alpha_lomu",0.0245799842248938,0.026237936970505,-0.0134649473838112,0.062703190840514
"390","PLNO","C","alpha_mica",0.00392721539975358,0.00409748840112782,-0.00335630591126094,0.0120736259457017
"391","PLNO","C","alpha_plno",0.00673921041385006,0.0093046358613238,-0.0834751251971224,0.0871080817747258
"392","PLNO","C","alpha_thir",-0.00682058302421259,-0.000466406850146595,-0.146324686498891,0.119709204149692
"393","PLNO","C","alpha_twil",-0.0549241731346728,-0.0506395836058177,-0.153456721661977,0.0377387197481668
"394","PLNO","D","alpha_acam",-0.00937036817979481,-0.00214210255394923,-0.220094649140902,0.182378749811862
"395","PLNO","D","alpha_brho",0.00345480205734786,0.00399215841153838,-0.0121640058247986,0.0172503113588366
"396","PLNO","D","alpha_gitr",-0.000507932539266937,-0.000142017677032179,-0.00936395125668332,0.00821619829822336
"397","PLNO","D","alpha_mael",-0.0539216086824471,-0.0433602663206283,-0.232777751967646,0.11388280678362
"398","PLNO","D","alpha_mica",-0.00199991263204997,-0.00166964772348714,-0.00844179153599532,0.00402250057454902
"399","PLNO","D","alpha_pler",-0.00795725963306083,-0.00736288451347758,-0.0314700418340437,0.0159130373309098
"400","PLNO","D","alpha_plno",-0.284582783390295,-0.280025862050962,-0.48277524997092,-0.0768011045813559
"401","PLNO","D","alpha_taca",-0.00809898471552604,-0.00645717521193473,-0.0771171284079971,0.0572193454373636
"402","PLNO","D","alpha_thir",0.0536318537506496,0.0563909399758707,-0.0257660347659775,0.131823719158625
"403","PLNO","D","alpha_twil",-0.138536688383345,-0.133695185109838,-0.26283696323547,-0.0185674659495215
"404","TACA","C","alpha_acam",-0.000340115498365024,0.00362708400777462,-0.196142455191081,0.182281263123806
"405","TACA","C","alpha_amme",0.0277664108753114,0.0338212173422606,-0.209115299383813,0.271665541673158
"406","TACA","C","alpha_anar",0.0148266043421045,0.0157504035719626,-0.0103242289415441,0.0393375130119887
"407","TACA","C","alpha_brho",0.0811006396965569,0.081506071851563,0.0558528693454568,0.106393210182814
"408","TACA","C","alpha_brni",0.0811740282965583,0.0823250686592271,0.0445780408897803,0.114659334357488
"409","TACA","C","alpha_ceso",0.235924082129909,0.236964646128381,0.132511204738706,0.321845726934777
"410","TACA","C","alpha_gitr",0.0347551251883277,0.0349884512341909,0.0217070396274546,0.0478023970546396
"411","TACA","C","alpha_leni",0.0977555114200834,0.0985664590253154,0.0550377663204336,0.13552873162193
"412","TACA","C","alpha_lomu",0.15996654314497,0.161033366161653,0.11041920468715,0.20968836540753
"413","TACA","C","alpha_mael",0.176921441850772,0.182835930566242,-0.0506357446553619,0.386994305694024
"414","TACA","C","alpha_mica",0.00627122965997379,0.00663870537012582,-0.00625023185488416,0.0180741330582713
"415","TACA","C","alpha_pler",0.0438760775415011,0.0441131000180011,0.0144026925240951,0.0749673928790176
"416","TACA","C","alpha_plno",0.196038183699219,0.203285155116174,0.0116312407425898,0.358148137920498
"417","TACA","C","alpha_taca",0.133450643675434,0.134598368861411,0.0819503022384235,0.185622439160935
"418","TACA","C","alpha_thir",0.174023347726923,0.180933369271962,-0.000875215842588525,0.332819517615876
"419","TACA","C","alpha_twil",-0.0339579655417043,-0.0318607147120938,-0.128661085462282,0.0588671191675647
"420","TACA","D","alpha_acam",-0.000237681948085338,0.00972321296018609,-0.304916450931063,0.300750302390157
"421","TACA","D","alpha_amme",0.0511298524241607,0.0596713654455836,-0.252299739419051,0.362056478397301
"422","TACA","D","alpha_anar",0.0544342891582611,0.0547103043247563,0.0314039918202883,0.0766381108353207
"423","TACA","D","alpha_brho",0.0378708102017409,0.0382193918337667,0.023747194343317,0.051071507564862
"424","TACA","D","alpha_brni",0.0776117787269382,0.0781605250622793,0.0486027084026944,0.108926384378537
"425","TACA","D","alpha_ceso",0.142219640282479,0.144318721085478,0.071313353732829,0.206917321673025
"426","TACA","D","alpha_gitr",0.0540462724658669,0.0542801762398742,0.0432446494791992,0.0648434000712036
"427","TACA","D","alpha_leni",0.0176840251139634,0.0187444164332307,-0.0268305309992471,0.0608890866550991
"428","TACA","D","alpha_lomu",0.183604968468953,0.184785994379431,0.123381688126968,0.241378025173077
"429","TACA","D","alpha_mael",0.289382387565003,0.294275747522841,0.0848013457375444,0.493256350443013
"430","TACA","D","alpha_mica",0.0300928785317579,0.0303868234165274,0.0101038917425996,0.0482918624683232
"431","TACA","D","alpha_pler",0.022427279658559,0.0226127594467655,0.00509179178205599,0.0391401983343615
"432","TACA","D","alpha_plno",0.0814743761390704,0.0912062976862973,-0.156772562140059,0.294021585805813
"433","TACA","D","alpha_taca",0.115395914706104,0.11682595015625,0.0641013389337858,0.165837927076389
"434","TACA","D","alpha_thir",0.12081182457104,0.123542742227406,0.0217306561684305,0.213600427720271
"435","TACA","D","alpha_twil",-0.0289845927764663,-0.0267430831265604,-0.123927642401327,0.0623846547783887
"436","THIR","C","alpha_acam",-0.0199541045611873,-0.0165337657746764,-0.0875261893574596,0.0451239963633362
"437","THIR","C","alpha_amme",-0.128679039945081,-0.123924507999328,-0.257125491521739,-0.011578281019467
"438","THIR","C","alpha_anar",0.0042971499913742,0.00448720040098284,-0.0049456585650858,0.0135133453870809
"439","THIR","C","alpha_brho",0.0119548577264187,0.0121232791039656,0.00181001778242991,0.0230314428646438
"440","THIR","C","alpha_brni",0.00894246891941751,0.00925778588171361,-0.00455806534179481,0.0211731052203745
"441","THIR","C","alpha_ceso",-0.00830232572594522,-0.00712753023213546,-0.0384285697688029,0.0214925391031608
"442","THIR","C","alpha_gitr",0.00503628347846063,0.00541820027161796,-0.0039077029754196,0.0130885816683595
"443","THIR","C","alpha_leni",-0.0254898556339988,-0.0248702867019437,-0.0505487329622791,-0.00255530875103561
"444","THIR","C","alpha_lomu",0.0464802019791975,0.0474282204789256,0.00996633802580947,0.0796878914480004
"445","THIR","C","alpha_mael",-0.0316884156845286,-0.0287180664028959,-0.122202090498321,0.0591748200394161
"446","THIR","C","alpha_mica",-0.00231569442987095,-0.00201431425538048,-0.011940055839331,0.00637651942183788
"447","THIR","C","alpha_pler",-0.00474153576752709,-0.00414329513663001,-0.0220721034731038,0.0103889530962488
"448","THIR","C","alpha_plno",-0.0379166612399749,-0.0355415734642392,-0.096558548701702,0.0183561619579602
"449","THIR","C","alpha_taca",-0.0022946238223921,-0.00155459113307031,-0.0387530719919751,0.0350782159435408
"450","THIR","C","alpha_thir",0.0124494288678312,0.013983249390873,-0.0440527106288412,0.0673970595612211
"451","THIR","C","alpha_twil",-0.051113368794055,-0.0498949017527973,-0.09351900081971,-0.00818764449041059
"452","THIR","D","alpha_acam",-0.0729411516389834,-0.0704255826259828,-0.204350689782753,0.0487216824843171
"453","THIR","D","alpha_amme",-0.0453468422149744,-0.0397416283567772,-0.164297699386032,0.0627140746603005
"454","THIR","D","alpha_anar",0.00456009510565407,0.00476451306465389,-0.00889137025584531,0.0164797411608551
"455","THIR","D","alpha_brho",0.00260012739779947,0.0028327501452378,-0.0105363139720239,0.0152948000432364
"456","THIR","D","alpha_brni",0.0111458643101842,0.0114866643634631,-0.00341114679776228,0.0247285727923844
"457","THIR","D","alpha_ceso",-0.0162505311722623,-0.0158441563158849,-0.0396173178892366,0.0057400561471683
"458","THIR","D","alpha_gitr",0.00634192604770874,0.0064476070984123,0.000687012392763703,0.0114334285523654
"459","THIR","D","alpha_leni",0.0154479024218952,0.0158279488612705,-0.00576040467481879,0.0348679196580716
"460","THIR","D","alpha_lomu",0.0253569896123146,0.0264006315509906,-0.0233623208593084,0.0730509575811724
"461","THIR","D","alpha_mael",-0.263768783192579,-0.258520534869323,-0.446211136141119,-0.0896058883066653
"462","THIR","D","alpha_mica",0.0085809333270772,0.00877622949464549,-0.00209074186520699,0.0190656897983349
"463","THIR","D","alpha_pler",0.0113089141358042,0.0116425002556691,5.83679677277566e-05,0.0226744205217597
"464","THIR","D","alpha_plno",-0.0103189655211413,-0.00701986923934737,-0.146779828090064,0.11812009778155
"465","THIR","D","alpha_taca",-0.00327873136354791,-0.00247000045366211,-0.0293564779436273,0.0208399255508699
"466","THIR","D","alpha_thir",0.00554147302128183,0.00603276048005748,-0.0311691887774568,0.0425860477366997
"467","THIR","D","alpha_twil",-0.0365444047860582,-0.0350081236292491,-0.0915523070255397,0.0123052536081233
"468","TWIL","C","alpha_amme",-0.0137572319608592,-0.00854190874688677,-0.250897404841233,0.232187022996158
"469","TWIL","C","alpha_anar",-0.0179046282313529,-0.0172151272971814,-0.0443363322066568,0.00598623991751806
"470","TWIL","C","alpha_brni",-0.0144078157495676,-0.0140117500472727,-0.0432419513137135,0.0120923620939135
"471","TWIL","C","alpha_ceso",0.0136714529056713,0.0144510571808529,-0.0174536021169756,0.0422624293540244
"472","TWIL","C","alpha_lomu",0.058797339811493,0.0588428806627991,0.0126823477711243,0.102351024860061
"473","TWIL","C","alpha_mica",0.0122563268387699,0.0124145021035054,0.000381560358547972,0.0230058763373355
"474","TWIL","C","alpha_taca",0.030532659018958,0.032112107065834,-0.0446797789873092,0.100387927165853
"475","TWIL","C","alpha_thir",-0.0167617578572936,-0.0150332362426312,-0.0934412916521661,0.0662791020797975
"476","TWIL","C","alpha_twil",-0.0296763070266991,-0.0293139654358489,-0.0691235777158695,0.0071190559036409
"477","TWIL","D","alpha_acam",0.0558183094651863,0.0590830882157658,-0.168145586106487,0.27775849579583
"478","TWIL","D","alpha_amme",0.0943398486950709,0.0967729787367803,-0.0347558929770066,0.206621772735749
"479","TWIL","D","alpha_anar",0.00685988448918996,0.00720170282131288,-0.00608173342194165,0.0202247921010516
"480","TWIL","D","alpha_brho",0.0325910333676562,0.0330606529762109,0.0131550723134453,0.0536090183025348
"481","TWIL","D","alpha_brni",0.0202245414003251,0.0208083817393569,-0.0231499210865125,0.0679174518934366
"482","TWIL","D","alpha_gitr",0.0394476322818089,0.0395893743739761,0.0156269288361197,0.0634560038526417
"483","TWIL","D","alpha_leni",0.0175451023241953,0.0178536127235869,-0.00433862487543851,0.0398703471663473
"484","TWIL","D","alpha_lomu",0.0259165159843136,0.0269166174523294,-0.00858136024091717,0.0604004977892514
"485","TWIL","D","alpha_mael",0.0707974635544536,0.0735475405698606,-0.0725016631600682,0.208001736257189
"486","TWIL","D","alpha_taca",0.0905508080212435,0.0911372290126794,0.0355526097604996,0.143664965935611
"487","TWIL","D","alpha_thir",0.0331812157446703,0.0346622934441912,-0.0102083115870113,0.0737336917154294
"488","TWIL","D","alpha_twil",-0.000720733661331017,5.49398494832587e-05,-0.0299024092967939,0.0282263995044842
