"","ANAR","BRHO","CESO","LOMU","TACA","THIR","feasibility","niche_diff","fitness_diff","draw"
"251",1,1,1,0,0,1,0,-1.69027457854761,59.0101661183353,267
"252",1,1,1,0,0,1,0,-1.23022462505938,45.0869258075107,1359
"253",1,1,1,0,0,1,0,-1.90947390967353,60.5178039529457,1441
"254",1,1,1,0,0,1,0,-0.517674131239423,54.6454745807955,1962
"255",1,1,1,0,0,1,0,-1.21523244552652,67.117405515173,3717
"256",1,1,1,0,0,1,0,-0.0173340837844127,44.595377173827,347
"257",1,1,1,0,0,1,1,-1.25871069781176,23.7024904399949,2090
"258",1,1,1,0,0,1,0,-0.790544632070958,40.3616474679255,3406
"259",1,1,1,0,0,1,0,-0.0271232311988272,54.0204894492214,2061
"260",1,1,1,0,0,1,0,-1.09820421321062,58.5688644501348,3699
"261",1,1,1,0,0,1,0,-0.604641563623488,50.4404177677506,1385
"262",1,1,1,0,0,1,0,-0.589526931931735,46.762099195664,729
"263",1,1,1,0,0,1,0,-0.772511772505186,66.7550836853225,712
"264",1,1,1,0,0,1,0,0.4918673353997,61.2842659221752,656
"265",1,1,1,0,0,1,0,-1.8211534245063,52.7715427625338,1397
"266",1,1,1,0,0,1,0,0.216554282309518,78.4040351601889,2074
"267",1,1,1,0,0,1,0,-1.38516920541082,46.7303838899967,857
"268",1,1,1,0,0,1,0,-1.52379373542756,29.3883219865024,2257
"269",1,1,1,0,0,1,0,-0.856156409569891,75.9161509558352,1072
"270",1,1,1,0,0,1,0,-0.714216587056594,36.98990244124,1687
"271",1,1,1,0,0,1,0,-1.3460127481507,60.9533868293979,2575
"272",1,1,1,0,0,1,0,-0.263824988908895,49.1813309157528,3006
"273",1,1,1,0,0,1,0,-0.226406697944875,66.1154311159111,3732
"274",1,1,1,0,0,1,0,-1.27493642517327,49.7859288800857,482
"275",1,1,1,0,0,1,1,-0.965350791330762,29.5364968034377,1341
"276",1,1,1,0,0,1,0,-1.04555670729937,54.4812364871818,3204
"277",1,1,1,0,0,1,0,-1.3765529791355,37.4965313870641,1763
"278",1,1,1,0,0,1,0,-1.04805115084275,54.6930816340724,2318
"279",1,1,1,0,0,1,0,-0.257501596412628,45.250049202608,1059
"280",1,1,1,0,0,1,0,-0.383655042484782,39.3969520725322,1290
"281",1,1,1,0,0,1,0,-1.41013467224528,65.1585310507131,3146
"282",1,1,1,0,0,1,0,-0.892922264165868,66.213301976984,1594
"283",1,1,1,0,0,1,0,-0.849671234072202,55.782869550246,2727
"284",1,1,1,0,0,1,0,-0.687084567957356,41.4021430619156,2960
"285",1,1,1,0,0,1,0,-0.564523695937259,74.0708533781469,3738
"286",1,1,1,0,0,1,0,-1.26491886432523,36.0450850093708,1567
"287",1,1,1,0,0,1,0,-0.549118285559113,39.0561911458112,1930
"288",1,1,1,0,0,1,0,-0.125599046998142,47.9080520350651,3714
"289",1,1,1,0,0,1,0,-0.0699928374978207,41.6725762162632,435
"290",1,1,1,0,0,1,0,-0.695879625854892,37.3792798985031,1461
"291",1,1,1,0,0,1,0,-0.0322019447320638,40.6800824687745,2661
"292",1,1,1,0,0,1,0,-1.07510690120711,56.9677909115266,1967
"293",1,1,1,0,0,1,0,-2.00390802831403,59.3378829991725,2087
"294",1,1,1,0,0,1,0,-0.485390516163636,48.0208561619146,2137
"295",1,1,1,0,0,1,0,-0.177278817086667,49.5398652302276,2578
"296",1,1,1,0,0,1,0,-0.763750546693244,33.1523663720202,899
"297",1,1,1,0,0,1,0,-0.74318868339564,68.7747076085982,3030
"298",1,1,1,0,0,1,0,-0.221745704784297,60.3940165046392,2602
"299",1,1,1,0,0,1,0,-1.01561199350563,65.7617615258885,394
"300",1,1,1,0,0,1,0,-1.60209389224342,66.4002842471164,3326
"301",1,1,1,0,0,1,0,-0.441545145785228,62.700872560901,2240
"302",1,1,1,0,0,1,0,-0.22051983636238,40.759649592685,1979
"303",1,1,1,0,0,1,0,-1.89638238909946,60.7510458919882,1871
"304",1,1,1,0,0,1,0,-2.39189183038665,52.0193684590313,1013
"305",1,1,1,0,0,1,0,-2.97939487371699,51.459909000828,2509
"306",1,1,1,0,0,1,0,-0.788207764725849,21.181438729143,602
"307",1,1,1,0,0,1,0,-0.095248706692719,42.8897565835542,2794
"308",1,1,1,0,0,1,0,-1.08196748211349,47.8138705339984,3694
"309",1,1,1,0,0,1,0,-1.34995649487899,52.338728522278,860
"310",1,1,1,0,0,1,0,-1.67914750627024,60.0491953322671,2978
"311",1,1,1,0,0,1,0,-1.46764044847819,36.1466362706038,1401
"312",1,1,1,0,0,1,0,-1.11335763517115,55.322189534115,763
"313",1,1,1,0,0,1,0,-0.593523640587962,41.8266590702206,192
"314",1,1,1,0,0,1,0,-0.333138877910059,42.3518855968595,1028
"315",1,1,1,0,0,1,0,-0.281032593108917,62.2904265133255,2111
"316",1,1,1,0,0,1,0,-1.28777697374368,53.2325913254193,532
"317",1,1,1,0,0,1,0,-1.62288909256777,64.585326026729,2623
"318",1,1,1,0,0,1,0,-0.543078277052873,50.2497704473705,2909
"319",1,1,1,0,0,1,0,-1.09347615273879,41.4093900078242,867
"320",1,1,1,0,0,1,0,-0.823223436549676,57.1505621184513,855
"321",1,1,1,0,0,1,0,-0.713268192289274,36.7198882129569,3071
"322",1,1,1,0,0,1,0,-1.78917280588476,44.5449076426956,1248
"323",1,1,1,0,0,1,0,-1.19120876583342,53.6092768356295,2801
"324",1,1,1,0,0,1,0,-0.50141469592373,32.9184966785051,176
"325",1,1,1,0,0,1,0,-1.43327777413811,54.8376797505012,2142
"326",1,1,1,0,0,1,0,0.0553315988837813,53.465420919403,1684
"327",1,1,1,0,0,1,0,-1.08475271327055,66.0673023710262,3254
"328",1,1,1,0,0,1,0,-0.81456336635002,50.2065427454281,2873
"329",1,1,1,0,0,1,0,-0.777293102471753,58.2362818550018,3299
"330",1,1,1,0,0,1,0,-0.388669562152642,61.5007223584446,1532
"331",1,1,1,0,0,1,0,0.410515040991571,54.2206003033843,3099
"332",1,1,1,0,0,1,0,-0.214630077113611,57.099011815435,905
"333",1,1,1,0,0,1,0,-0.790378429659319,30.8371291423857,3152
